,ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID
1139,1153,Marcelo Melo,1983-09-23 00:00:00,BRA,,,,,,,,,,,,3189234.0,,3.0,0.0,7620.0,,,
1140,1154,Jesse Witten,1982-10-15 00:00:00,USA,,,,,,,,,,,,396681.0,,,,,,,
1143,1157,Wayne Odesnik,1985-11-21 00:00:00,USA,,,,,,,,,,,,1155255.0,,,,,,,
1148,1162,Igor Andreev,1983-07-14 00:00:00,RUS,,,,,,,,,,,,,,,,,,,
1156,1170,Marc Fornell-Mestres,1982-01-26 00:00:00,ESP,,,,,,,,,,,,206436.0,,544.0,0.0,97.0,,,
1158,1172,Bruno Soares,1982-02-27 00:00:00,BRA,,,,,,,,,,,,2851092.0,,5.0,0.0,7480.0,,,
1167,1181,Rajeev Ram,1984-03-18 00:00:00,USA,113.0,-2.0,532.0,223.0,12.0,0.0,0.0,279.0,2.0,0.0,0.0,2621502.0,516.0,19.0,1.0,3615.0,131.0,7.0,
1169,1183,Phillip Simmonds,1986-05-18 00:00:00,USA,,,,,,,,,,,,191421.0,,,,,,,
1173,1187,Jonathan Chu,1983-03-21 00:00:00,HKG,,,,,,,,,,,,,,,,,,,
1178,1192,Andrea Agazzi,1982-07-23 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1201,1216,Jing-Zhu Yang,1976-01-19 00:00:00,CHN,,,,,,,,,,,,,,,,,,,
1211,1227,Aqeel Khan,1980-01-30 00:00:00,PAK,,,,,,,,,,,,15558.0,,,,,,,
1229,1247,Marvin Rolle,1983-11-15 00:00:00,BAH,,,,,,,,,,,,,,,,,,,
1234,1252,Patrick Chucri,1981-10-28 00:00:00,LIB,,,,,,,,,,,,,,,,,,,
1242,1260,Gabriel Moraru,1982-01-28 00:00:00,ROU,,,,,,,,,,,,,,,,,,,
1244,1262,Victor Crivoi,1982-05-25 00:00:00,ROU,,,,0.0,0.0,46.0,7.0,0.0,0.0,0.0,0.0,624672.0,,,,,0.0,0.0,
1246,1264,Alexander Kudryavtsev,1985-10-26 00:00:00,RUS,176.0,-2.0,330.0,251.0,21.0,8.0,5.0,0.0,1.0,48.0,1.0,739063.0,,155.0,-1.0,476.0,14.0,3.0,
1248,1266,Sergiy Stakhovsky,1986-01-06 00:00:00,UKR,119.0,-7.0,506.0,400.0,12.0,119.0,7.0,30.0,4.0,8.0,1.0,4102092.0,,350.0,2.0,187.0,288.0,9.0,
1268,1288,Mohammad Ghareeb,1980-07-22 00:00:00,KUW,,,,,,,,,,,,160711.0,,,,,,,
1284,1305,Sandor Noszaly,1972-03-16 00:00:00,HUN,,,,,,,,,,,,,,,,,,,
1285,1306,Julien Link,1971-01-18 00:00:00,GER,,,,,,,,,,,,,,,,,,,
1312,1333,Benedikt Dorsch,1981-01-10 00:00:00,GER,,,,,,,,,,,,,,,,,,,
1380,1401,Noah Newman,1977-10-21 00:00:00,USA,,,,,,,,,,,,,,,,,,,
1415,1436,Alexey Kedryuk,1980-08-08 00:00:00,KAZ,,,,,,,,,,,,149645.0,,,,,,,
1421,1442,Hiu-Tung Yu,1984-02-05 00:00:00,HKG,,,,,,,,,,,,,,,,,,,
1438,1459,Jacob Adaktusson,1980-08-31 00:00:00,SWE,,,,8.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,145751.0,,,,,1.0,4.0,
1457,1478,Sebastian Decoud,1981-09-18 00:00:00,ARG,,,,,,,,,,,,,,,,,,,
1507,1529,Rodrigo-Antonio Grilli,1979-11-20 00:00:00,BRA,,,,,,,,,,,,,,,,,,,
1512,1534,Alexander Jakupovic,1981-12-14 00:00:00,GRE,,,,15.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,116707.0,,,,,0.0,0.0,
1547,1569,Go Soeda,1984-09-05 00:00:00,JPN,131.0,2.0,460.0,347.0,19.0,30.0,2.0,15.0,3.0,24.0,2.0,1507033.0,,449.0,-2.0,127.0,54.0,3.0,
1554,1576,Dudi Sela,1985-04-04 00:00:00,ISR,69.0,0.0,746.0,440.0,16.0,45.0,1.0,40.0,3.0,0.0,1.0,2668659.0,631.0,125.0,-1.0,615.0,53.0,2.0,
1558,1580,Frederico Casaro,1982-03-13 00:00:00,BRA,,,,,,,,,,,,,,,,,,,
1576,1598,Clayton Almeida,1980-12-26 00:00:00,BRA,,,,,,,,,,,,,,,,,,,
1590,1612,Thomas Oger,1980-03-22 00:00:00,MON,,,,,,,,,,,,,,,,,,,
1599,1621,Dominik Meffert,1981-04-09 00:00:00,GER,,,,,,,,,,,,513278.0,,,,,,,
1609,1631,Nikola Ciric,1983-08-02 00:00:00,SRB,,,,,,,,,,,,,,,,,,,
1613,1635,Boris Pashanski,1982-11-03 00:00:00,SRB,,,,,,,,,,,,,,,,,,,
1617,1639,Goran Tosic,1982-10-07 00:00:00,MNE,,,,,,,,,,,,,,,,,,,
1618,1640,Ilija Bozoljac,1985-08-02 00:00:00,SRB,,,,13.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,715199.0,,226.0,-21.0,324.0,8.0,2.0,
1620,1642,Adrian Cruciat,1983-03-31 00:00:00,ROU,,,,,,,,,,,,,,,,,,,
1637,1659,Bojan Szumanski,1984-06-05 00:00:00,POL,,,,,,,,,,,,,,,,,,,
1650,1672,Edouard Roger-Vasselin,1983-11-28 00:00:00,FRA,196.0,-4.0,282.0,177.0,11.0,45.0,4.0,46.0,3.0,0.0,0.0,4070272.0,,17.0,0.0,3920.0,217.0,7.0,
1657,1679,Richard Bloomfield,1983-04-27 00:00:00,GBR,,,,,,,,,,,,352855.0,,,,,,,
1659,1681,Anthony Thiebot,1977-11-06 00:00:00,FRA,,,,,,,,,,,,,,,,,,,
1665,1687,Jan Mertl,1982-01-03 00:00:00,CZE,270.0,-2.0,187.0,16.0,4.0,46.0,16.0,16.0,1.0,36.0,4.0,543479.0,,,,,72.0,10.0,
1671,1694,Sanchai Ratiwatana,1982-01-23 00:00:00,THA,,,,,,,,,,,,396452.0,,98.0,3.0,782.0,,,
1686,1709,Masatoshi Miyazaki,1980-05-05 00:00:00,JPN,,,,,,,,,,,,,,,,,,,
1693,1716,Sadik Kadir,1981-07-27 00:00:00,AUS,,,,,,,,,,,,,,,,,,,
1695,1718,Alejandro Falla,1983-11-14 00:00:00,COL,255.0,7.0,200.0,217.0,12.0,139.0,8.0,127.0,5.0,0.0,0.0,2990894.0,,337.0,167.0,197.0,8.0,3.0,
1696,1719,Carlos Salamanca,1983-07-20 00:00:00,COL,,,,0.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,330097.0,,,,,0.0,0.0,
1712,1735,Julio-Cesar Campozano,1986-01-31 00:00:00,ECU,,,,,,,,,,,,,,,,,,,
1719,1742,Jose Statham,1987-04-25 00:00:00,NZL,431.0,1.0,96.0,56.0,14.0,34.0,5.0,0.0,0.0,0.0,0.0,203259.0,,531.0,-64.0,100.0,7.0,1.0,
1724,1747,Andrea Arnaboldi,1987-12-27 00:00:00,ITA,228.0,9.0,235.0,29.0,6.0,221.0,16.0,16.0,1.0,8.0,2.0,482109.0,,177.0,-1.0,416.0,107.0,11.0,
1726,1749,Federico Torresi,1980-09-27 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1729,1752,Lazaro Navarro-Batles,1974-01-28 00:00:00,CUB,,,,,,,,,,,,,,,,,,,
1730,1753,Antonio Ruiz-Rosales,1984-09-18 00:00:00,MEX,,,,,,,,,,,,26671.0,,,,,,,
1758,1782,Benjamin Balleret,1983-01-15 00:00:00,MON,676.0,4.0,36.0,6.0,3.0,65.0,21.0,0.0,0.0,0.0,0.0,356144.0,,,,,0.0,1.0,
1767,1791,Danilo Gargano,1973-02-12 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1769,1793,Paolo Macri,1978-09-23 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1773,1797,Erik Graves,1979-08-17 00:00:00,USA,,,,,,,,,,,,,,,,,,,
1774,1798,Catalin-Ionut Gard,1981-07-10 00:00:00,ROU,,,,,,,,,,,,154717.0,,347.0,3.0,189.0,,,
1799,1823,Jaroslav Pospisil,1981-02-09 00:00:00,CZE,412.0,7.0,104.0,88.0,11.0,8.0,6.0,0.0,1.0,0.0,0.0,510145.0,,477.0,66.0,115.0,0.0,0.0,
1813,1837,Roberto Bautista Agut,1988-04-14 00:00:00,ESP,18.0,-1.0,1950.0,595.0,11.0,585.0,9.0,180.0,3.0,0.0,0.0,3688327.0,1740.0,360.0,2.0,180.0,570.0,6.0,
1816,1840,Luis-Antonio Perez-Perez,1981-12-03 00:00:00,ESP,,,,,,,,,,,,,,,,,,,
1817,1841,Pablo Andujar,1986-01-23 00:00:00,ESP,432.0,4.0,94.0,115.0,11.0,575.0,10.0,90.0,3.0,0.0,0.0,4190978.0,,305.0,55.0,225.0,0.0,0.0,
1825,1849,David Estruch,1985-07-20 00:00:00,ESP,,,,,,,,,,,,41156.0,,,,,,,
1839,1863,Alberto Giraudo,1983-06-27 00:00:00,ITA,,,,,,,,,,,,34287.0,,,,,,,
1851,1876,Joshua Goodall,1985-10-17 00:00:00,GBR,,,,,,,,,,,,428956.0,,,,,,,
1861,1886,Alberto Brizzi,1984-03-26 00:00:00,ITA,648.0,0.0,40.0,,,,,,,,,,,,,,,,
1885,1911,Alex Vittur,1984-04-11 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1886,1912,Matteo Volante,1984-04-29 00:00:00,ITA,,,,,,,,,,,,82532.0,,505.0,0.0,107.0,,,
1902,1930,Lamine Ouahab,1984-12-22 00:00:00,MAR,428.0,-14.0,97.0,1.0,1.0,206.0,14.0,0.0,0.0,0.0,0.0,413270.0,,418.0,-2.0,149.0,0.0,0.0,
1908,1936,Maximo Gonzalez,1983-07-20 00:00:00,ARG,137.0,3.0,423.0,35.0,5.0,352.0,23.0,0.0,1.0,0.0,0.0,1610003.0,,67.0,-1.0,1172.0,0.0,0.0,
1910,1938,Brad Weston,1980-10-06 00:00:00,AUS,,,,,,,,,,,,,,,,,,,
1916,1945,Andrea Fava,1983-05-06 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1918,1947,Manuel Jorquera,1978-06-12 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
1924,1953,Adelchi Virgili,1990-03-10 00:00:00,ITA,554.0,2.0,58.0,11.0,3.0,17.0,7.0,0.0,0.0,0.0,0.0,21105.0,,891.0,2.0,39.0,0.0,3.0,
1927,1956,Laurent Recouderc,1984-07-10 00:00:00,FRA,,,,,,,,,,,,429305.0,,,,,,,
1929,1958,Diego Junqueira,1980-12-28 00:00:00,ARG,,,,,,,,,,,,,,,,,,,
1931,1960,Bastian Knittel,1983-08-08 00:00:00,GER,,,,,,,,,,,,,,,,,,,
1934,1963,Ivo Klec,1980-11-28 00:00:00,SVK,,,,14.0,6.0,36.0,15.0,0.0,0.0,0.0,0.0,421632.0,,,,,0.0,1.0,
1938,1967,Ken Skupski,1983-04-09 00:00:00,GBR,,,,,,,,,,,,468232.0,,76.0,-6.0,1103.0,,,
1943,1972,Jean-Francois Berard,1974-09-04 00:00:00,CAN,,,,,,,,,,,,,,,,,,,
1959,1988,Valentino Pest,1976-09-12 00:00:00,GER,,,,,,,,,,,,,,,,,,,
1966,1995,Romano Frantzen,1982-04-18 00:00:00,NED,,,,,,,,,,,,50852.0,,,,,,,
1975,2004,Mandondo Ivy,1976-11-20 00:00:00,USA,,,,,,,,,,,,,,,,,,,
1985,2014,Scott Lipsky,1981-08-14 00:00:00,USA,,,,,,,,,,,,1419521.0,,46.0,-1.0,1710.0,,,
2004,2034,Denis Matsukevitch,1986-03-28 00:00:00,RUS,814.0,-7.0,23.0,11.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,233176.0,,262.0,0.0,271.0,7.0,5.0,
2005,2035,Igor Karpov,1982-06-26 00:00:00,RUS,,,,,,,,,,,,,,,,,,,
2009,2039,Vladislav Gorshenin,1982-05-07 00:00:00,RUS,,,,,,,,,,,,,,,,,,,
2013,2043,Oleg Dmitriev,1983-09-13 00:00:00,RUS,,,,,,,,,,,,,,,,,,,
2036,2066,Gilles Kremer,1981-07-15 00:00:00,LUX,,,,,,,,,,,,,,,,,,,
2061,2091,Brian Battistone,1979-08-10 00:00:00,USA,,,,,,,,,,,,76462.0,,,,,,,
2064,2094,Felipe Lemos,1983-11-10 00:00:00,BRA,,,,,,,,,,,,,,,,,,,
2069,2100,Elliott Datlow,1982-03-06 00:00:00,USA,,,,,,,,,,,,,,,,,,,
2076,2107,Mikhail Ledovskikh,1986-08-08 00:00:00,RUS,,,,10.0,2.0,19.0,11.0,0.0,0.0,0.0,0.0,262914.0,,,,,0.0,3.0,
2083,2114,Ilia Chkonia,1983-06-18 00:00:00,RUS,,,,,,,,,,,,,,,,,,,
2086,2117,Simone Vagnozzi,1983-05-30 00:00:00,ITA,,,,,,,,,,,,490559.0,,,,,,,
2088,2119,Enrico Becuzzi,1973-03-23 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2092,2123,Paolo Lorenzi,1981-12-15 00:00:00,ITA,39.0,-4.0,1145.0,200.0,8.0,551.0,23.0,10.0,1.0,0.0,0.0,2096708.0,988.0,209.0,-2.0,350.0,65.0,2.0,
2108,2139,Ricardo Villacorta-Alonso,1985-04-24 00:00:00,ESP,,,,19.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,30048.0,,,,,0.0,0.0,
2129,2160,Adam Thompson,1982-07-28 00:00:00,NZL,,,,,,,,,,,,31544.0,,,,,,,
2145,2179,Andre Ghem,1982-05-29 00:00:00,BRA,233.0,-6.0,230.0,88.0,6.0,307.0,25.0,0.0,1.0,0.0,0.0,438610.0,,186.0,28.0,396.0,0.0,0.0,
2154,2189,Daniele Giorgini,1984-04-20 00:00:00,ITA,,,,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,170869.0,,,,,0.0,0.0,
2157,2192,Savino Lapalombella,1979-02-12 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2179,2214,Ivo Minar,1984-05-21 00:00:00,CZE,,,,,,,,,,,,1192418.0,,,,,,,
2185,2220,Mauro Commisso,1981-01-29 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2190,2225,Victor-Mugurel Anagnastopol,1986-03-23 00:00:00,ROU,,,,,,,,,,,,35040.0,,404.0,-4.0,154.0,,,
2209,2244,Theodoros Angelinos,1984-05-29 00:00:00,GRE,,,,,,,,,,,,90621.0,,,,,,,
2212,2247,Teodor-Dacian Craciun,1980-06-06 00:00:00,ROU,755.0,-5.0,28.0,0.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,128445.0,,,,,0.0,0.0,
2213,2248,Marcel-Ioan Miron,1982-04-06 00:00:00,ROU,,,,,,,,,,,,,,,,,,,
2225,2260,Vladislav Bondarenko,1987-03-08 00:00:00,UKR,,,,,,,,,,,,33479.0,,,,,,,
2235,2271,Ikaika Jobe,1982-08-18 00:00:00,USA,,,,,,,,,,,,12794.0,,,,,,,
2236,2272,Wei-Yu Su,1976-01-05 00:00:00,TPE,,,,,,,,,,,,,,,,,,,
2237,2273,Minh Le,1976-11-02 00:00:00,USA,,,,,,,,,,,,24062.0,,,,,,,
2249,2285,David Marrero,1980-04-08 00:00:00,ESP,,,,,,,,,,,,1878521.0,,43.0,0.0,1895.0,,,
2343,2379,Daniel Munoz-De La Nava,1982-01-29 00:00:00,ESP,225.0,1.0,239.0,51.0,6.0,630.0,20.0,0.0,1.0,0.0,0.0,869170.0,,,,,0.0,0.0,
2397,2435,Saar Steele,1984-09-28 00:00:00,ISR,,,,,,,,,,,,19320.0,,,,,,,
2416,2454,Harel Srugo,1982-03-15 00:00:00,ISR,,,,,,,,,,,,,,,,,,,
2430,2468,Eric Scherer,1985-06-20 00:00:00,GER,,,,,,,,,,,,,,,,,,,
2437,2475,Adam Chadaj,1984-05-01 00:00:00,POL,,,,,,,,,,,,145999.0,,,,,,,
2466,2505,Philipp Marx,1982-02-03 00:00:00,GER,,,,,,,,,,,,,,,,,,,
2495,2534,Luca Serena,1980-07-28 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2497,2536,Mirko Balestro,1984-08-24 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2499,2538,Simone Appio,1980-06-08 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2544,2586,Vincent Lavergne,1979-03-25 00:00:00,FRA,,,,,,,,,,,,,,,,,,,
2626,2672,Pedro Salas-Lozano,1982-09-14 00:00:00,ESP,,,,,,,,,,,,,,,,,,,
2635,2681,Leonardo Kirche,1985-01-04 00:00:00,BRA,,,,1.0,5.0,33.0,17.0,0.0,0.0,0.0,0.0,148558.0,,,,,0.0,0.0,
2700,2748,Daniel Hoeppner,1983-03-01 00:00:00,GER,,,,,,,,,,,,,,,,,,,
2704,2752,Julien Maes,1981-02-28 00:00:00,FRA,,,,,,,,,,,,,,,,,,,
2754,2804,Dimitar Grabul,1981-11-05 00:00:00,MKD,,,,,,,,,,,,20159.0,,,,,,,
2805,2856,Jordi Marse-Vidri,1980-07-21 00:00:00,ESP,,,,,,,,,,,,54558.0,,,,,,,
2809,2860,Jose Checa-Calvo,1985-04-02 00:00:00,ESP,,,,23.0,5.0,29.0,17.0,0.0,0.0,0.0,0.0,172526.0,,,,,0.0,1.0,
2849,2902,Daniel Dolbea,1976-06-02 00:00:00,GER,,,,,,,,,,,,,,,,,,,
2851,2904,Benjamin Becker,1981-06-16 00:00:00,GER,105.0,-14.0,560.0,220.0,13.0,110.0,5.0,10.0,2.0,56.0,2.0,3980521.0,,401.0,-4.0,154.0,195.0,6.0,
2871,2925,Joseph Correa,1977-11-08 00:00:00,USA,,,,,,,,,,,,,,,,,,,
2872,2926,Hugo Minda,1982-03-28 00:00:00,ECU,,,,,,,,,,,,,,,,,,,
2906,2960,Woong-Sun Jun,1986-06-14 00:00:00,KOR,,,,,,,,,,,,193790.0,,900.0,3.0,37.0,,,
2934,2992,Ludovic Walter,1983-01-04 00:00:00,FRA,,,,,,,,,,,,,,,,,,,
2967,3026,Amer Delic,1982-06-30 00:00:00,BIH,,,,,,,,,,,,,,,,,,,
2971,3030,Stefano Ianni,1981-01-31 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
2974,3034,Alessandro Motti,1979-02-21 00:00:00,ITA,,,,,,,,,,,,244202.0,,154.0,7.0,479.0,,,
2989,3049,Antonio Issa-Filho,1982-02-09 00:00:00,BRA,,,,,,,,,,,,,,,,,,,
2994,3054,Rogerio Dutra Da Silva,1984-02-03 00:00:00,BRA,104.0,2.0,566.0,0.0,0.0,418.0,28.0,0.0,0.0,0.0,0.0,724262.0,,143.0,-3.0,519.0,0.0,0.0,
3034,3094,Guillaume Couillard,1975-12-10 00:00:00,MON,,,,,,,,,,,,,,,,,,,
3064,3127,Rameez Junaid,1981-05-25 00:00:00,AUS,,,,,,,,,,,,427321.0,,113.0,-3.0,679.0,,,
3099,3164,Colin Fleming,1984-08-13 00:00:00,GBR,,,,,,,,,,,,971302.0,,79.0,-15.0,1050.0,,,
3100,3165,Conor Niland,1981-09-19 00:00:00,IRL,,,,,,,,,,,,,,,,,,,
3124,3189,Josko Topic,1983-12-08 00:00:00,CRO,,,,,,,,,,,,44071.0,,,,,,,
3167,3233,Nicolas Devilder,1980-03-25 00:00:00,FRA,,,,,,,,,,,,959359.0,,,,,,,
3222,3291,Luka Gregorc,1984-02-14 00:00:00,SLO,,,,,,,,,,,,,,,,,,,
3247,3316,Adrian Menendez-Maceiras,1985-10-28 00:00:00,ESP,211.0,3.0,259.0,349.0,17.0,58.0,7.0,16.0,4.0,0.0,0.0,653498.0,,214.0,3.0,337.0,0.0,1.0,
3251,3320,Alessandro-Damiano Ventre,1985-06-26 00:00:00,BRA,,,,,,,,,,,,,,,,,,,
3268,3337,Sergey Sukhov,1984-12-06 00:00:00,RUS,,,,,,,,,,,,,,,,,,,
3276,3345,Jean-Julien Rojer,1981-08-25 00:00:00,NED,,,,,,,,,,,,2894265.0,,11.0,0.0,4630.0,,,
3281,3350,Thomas Holzer,1983-12-11 00:00:00,ITA,,,,,,,,,,,,,,,,,,,
3356,3427,Matt Bocko,1983-12-12 00:00:00,USA,,,,,,,,,,,,,,,,,,,
3392,3464,Mustafa Gencsoy,1985-08-24 00:00:00,TUR,,,,,,,,,,,,,,,,,,,
3394,3466,Baris Erguden,1986-01-01 00:00:00,TUR,,,,33.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,50447.0,,,,,6.0,2.0,
3396,3468,Haluk Akkoyun,1981-04-25 00:00:00,TUR,,,,,,,,,,,,,,,,,,,
3413,3486,Leonardo Tavares,1984-02-20 00:00:00,POR,,,,,,,,,,,,183160.0,,,,,,,
3416,3489,Dmitriy Makeyev,1984-12-13 00:00:00,KAZ,,,,,,,,,,,,,,,,,,,
3419,3492,Denis Istomin,1986-09-07 00:00:00,UZB,123.0,1.0,500.0,306.0,12.0,131.0,8.0,270.0,4.0,0.0,0.0,4173624.0,,191.0,11.0,385.0,110.0,5.0,
3473,3548,Byung-Kook Kang,1979-07-21 00:00:00,KOR,,,,,,,,,,,,,,,,,,,
3479,3555,Jamie Baker,1986-08-05 00:00:00,GBR,,,,,,,,,,,,,,,,,,,
3484,3560,Jorge Aguilar,1985-01-08 00:00:00,CHI,,,,0.0,0.0,44.0,13.0,0.0,0.0,0.0,0.0,312371.0,,,,,0.0,0.0,
3494,3570,Kamil Capkovic,1986-06-02 00:00:00,SVK,,,,,,,,,,,,229227.0,,,,,,,
3499,3575,Guillermo Carry,1981-01-15 00:00:00,ARG,,,,,,,,,,,,55232.0,,,,,,,
3501,3577,Pablo Cuevas,1986-01-01 00:00:00,URU,19.0,0.0,1745.0,250.0,10.0,938.0,11.0,30.0,3.0,0.0,0.0,3649772.0,1680.0,39.0,-1.0,2190.0,75.0,3.0,
3502,3578,Marcel Felder,1984-07-09 00:00:00,URU,,,,,,,,,,,,217691.0,,419.0,-1.0,148.0,,,
3510,3586,Gaston-Arturo Grimolizzi,1986-06-03 00:00:00,ARG,,,,,,,,,,,,,,,,,,,
3537,3613,Javier Herrera-Eguiluz,1984-04-19 00:00:00,MEX,,,,,,,,,,,,13788.0,,,,,,,
3563,3639,Alejandro Gonzalez,1989-02-07 00:00:00,COL,189.0,-22.0,300.0,160.0,11.0,284.0,19.0,0.0,1.0,0.0,0.0,880626.0,,244.0,-8.0,290.0,0.0,0.0,
3575,3651,Ivan Bjelica,1984-02-15 00:00:00,SRB,,,,32.0,9.0,28.0,9.0,0.0,0.0,0.0,0.0,92992.0,,815.0,-96.0,46.0,0.0,0.0,
3591,3667,Ergun Zorlu,1985-02-03 00:00:00,TUR,,,,,,,,,,,,23303.0,,,,,,,
3597,3676,Gianluca Naso,1987-01-06 00:00:00,ITA,541.0,-37.0,61.0,0.0,1.0,204.0,28.0,0.0,0.0,0.0,0.0,387183.0,,,,,0.0,0.0,
3598,3681,Deniss Pavlovs,1983-04-15 00:00:00,LAT,,,,,,,,,,,,,,,,,,,
3599,3682,Flavio Cipolla,1983-10-20 00:00:00,ITA,463.0,-2.0,81.0,60.0,4.0,87.0,15.0,0.0,0.0,0.0,0.0,1587316.0,,199.0,-16.0,366.0,0.0,5.0,
3602,3685,Frederico Gil,1985-03-24 00:00:00,POR,537.0,1.0,62.0,5.0,9.0,21.0,14.0,0.0,0.0,0.0,0.0,1400619.0,,405.0,-4.0,154.0,0.0,0.0,
3610,3694,Greg Jones,1989-01-31 00:00:00,AUS,604.0,-4.0,50.0,,,,,,,,,320467.0,,729.0,7.0,60.0,,,
3625,3710,Jean-Baptiste Dupuy,1981-05-15 00:00:00,FRA,,,,,,,,,,,,,,,,,,,
3629,3714,Pablo Baena-Marin,1985-10-16 00:00:00,ESP,,,,,,,,,,,,,,,,,,,
3634,3719,Jorge Montoya,1982-11-15 00:00:00,ECU,,,,,,,,,,,,,,,,,,,
3640,3725,Raven Klaasen,1982-10-16 00:00:00,RSA,,,,,,,,,,,,1091536.0,,10.0,0.0,5130.0,,,
3652,3737,Michael Ryderstedt,1984-11-12 00:00:00,SWE,,,,,,,,,,,,,,,,,,,
3657,3742,Michael Yani,1980-12-31 00:00:00,USA,,,,,,,,,,,,,,,,,,,
3662,3747,Hyun-Woo Nam,1985-01-09 00:00:00,KOR,,,,,,,,,,,,58996.0,,760.0,5.0,55.0,,,
3669,3754,Grzegorz Panfil,1988-01-01 00:00:00,POL,756.0,-5.0,28.0,0.0,0.0,75.0,24.0,0.0,0.0,0.0,0.0,175508.0,,503.0,-4.0,108.0,0.0,0.0,
3674,3759,Mark Sibilla,1974-11-23 00:00:00,FRA,,,,,,,,,,,,,,,,,,,
3698,3784,Tiago Lopes,1986-11-27 00:00:00,BRA,,,,0.0,2.0,25.0,24.0,0.0,0.0,0.0,0.0,112506.0,,,,,0.0,0.0,
3709,3797,Michal Milko,1985-02-26 00:00:00,SVK,,,,,,,,,,,,,,,,,,,
3711,3799,Marcel Zimmermann,1985-01-20 00:00:00,GER,,,,,,,,,,,,78735.0,,,,,,,
3715,3803,Juho Paukku,1986-07-19 00:00:00,FIN,,,,,,,,,,,,,,,,,,,
3728,3818,Daniel Garza,1985-04-08 00:00:00,MEX,,,,38.0,19.0,8.0,9.0,0.0,0.0,0.0,0.0,212225.0,,422.0,-17.0,147.0,0.0,2.0,
3742,3833,Simone Bolelli,1985-10-08 00:00:00,ITA,335.0,-65.0,140.0,335.0,11.0,372.0,8.0,75.0,3.0,0.0,0.0,4228771.0,,54.0,2.0,1435.0,135.0,4.0,
3747,3838,Yew-Ming Si,1979-08-24 00:00:00,MAS,,,,,,,,,,,,,,,,,,,
3758,3849,Ricardo Hocevar,1985-05-05 00:00:00,BRA,547.0,0.0,60.0,9.0,3.0,40.0,20.0,0.0,0.0,0.0,0.0,347322.0,,458.0,0.0,123.0,0.0,0.0,
3759,3850,Daniel King-Turner,1984-05-15 00:00:00,NZL,,,,,,,,,,,,,,,,,,,
3761,3852,Adam Feeney,1985-03-07 00:00:00,AUS,,,,,,,,,,,,,,,,,,,
3763,3854,Brendan Curry,1971-12-21 00:00:00,RSA,,,,,,,,,,,,,,,,,,,
3890,3985,Jo-Wilfried Tsonga,1985-04-17 00:00:00,FRA,12.0,1.0,2625.0,1215.0,7.0,945.0,5.0,90.0,1.0,0.0,0.0,16686474.0,1890.0,359.0,2.0,180.0,385.0,3.0,
3897,3992,David Guez,1982-12-08 00:00:00,FRA,406.0,-29.0,107.0,105.0,9.0,26.0,11.0,0.0,0.0,0.0,0.0,677153.0,,287.0,2.0,244.0,141.0,14.0,
3899,3994,Martin Alund,1985-12-26 00:00:00,ARG,,,,,,,,,,,,475938.0,,,,,,,
3901,3996,Tobias Kamke,1986-05-21 00:00:00,GER,133.0,2.0,450.0,18.0,8.0,113.0,16.0,18.0,2.0,0.0,0.0,1936820.0,,618.0,2.0,83.0,36.0,5.0,
3908,4003,Dustin Brown,1984-12-08 00:00:00,GER,65.0,2.0,778.0,147.0,13.0,56.0,7.0,217.0,4.0,48.0,2.0,1753183.0,707.0,117.0,0.0,664.0,40.0,5.0,
3913,4008,Alexandre Sidorenko,1988-02-18 00:00:00,FRA,249.0,-11.0,215.0,15.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,420592.0,,338.0,2.0,197.0,44.0,13.0,
